,isDGA,domain,length,digits,entropy,vowel_cons,firstDigitIndex,ngrams
1247,0,chloeandisabel,14,0,3.3787834934861767,0.75,0,1519.4929792429791
1248,0,bluebreeze,10,0,2.3219280948873626,1.0,0,1392.1555555555553
1249,0,fullonlinefilmizle,18,0,2.927451224964519,0.6363636363636364,0,1252.7919389978215
1250,0,thethaovanhoa,13,0,2.6612262562697895,0.8571428571428571,0,617.5324397824397
1251,0,lotus-watches,13,0,3.3927474104487847,0.5,0,863.2264957264957
1252,0,kadoebi,7,0,2.807354922057604,1.3333333333333333,0,1727.4793650793652
1253,0,danejones,9,0,2.725480556997868,0.8,0,1085.521164021164
1254,0,sbnation,8,0,2.75,0.6,0,2219.0436507936506
1255,0,buhgalteria,11,0,3.277613436819116,0.8333333333333334,0,1449.616498316498
1256,0,theattractionforums,19,0,3.511085408180427,0.5833333333333334,0,1437.1623667010663
1257,0,tabonito,8,0,2.5,1.0,0,1821.498015873016
1258,0,royallib,8,0,2.75,0.6,0,1638.767857142857
1259,0,fuyang,6,0,2.584962500721156,0.5,0,1335.1777777777777
1260,0,infoonlinepages,15,0,3.189898095464287,0.875,0,1688.9455433455432
1261,0,weblistingonline,16,0,3.1556390622295662,0.6,0,1280.3690476190477
1262,0,maxxinternet,12,0,2.9182958340544896,0.5,0,1251.1419191919192
1263,0,fashionfabricsclub,18,0,3.503258334775645,0.5,0,1604.6124727668846
1264,0,wonderplugin,12,0,3.418295834054489,0.5,0,1617.5772727272727
1265,0,loligames,9,0,2.94770277922009,0.8,0,1175.7744708994708
1266,0,dg163,5,3,2.321928094887362,0.0,3,778.35
1267,0,expressjs,9,0,2.4193819456463714,0.2857142857142857,0,1376.8240740740741
1268,0,pinsta,6,0,2.584962500721156,0.5,0,1850.55
1269,0,posterous,9,0,2.725480556997868,0.8,0,1960.78835978836
1270,0,cnevids,7,0,2.807354922057604,0.4,0,2605.5857142857144
1271,0,amusingplanet,13,0,3.3927474104487847,0.625,0,1591.8162393162395
1272,0,pnas,4,0,2.0,0.3333333333333333,0,1247.138888888889
1273,0,techz,5,0,2.321928094887362,0.25,0,1719.5833333333333
1274,0,blendtec,8,0,2.75,0.3333333333333333,0,2005.9841269841272
1275,0,muji,4,0,2.0,1.0,0,1092.3055555555554
1276,0,juweixin,8,0,2.75,1.0,0,1210.095238095238
1277,0,1doost,6,1,2.2516291673878226,0.6666666666666666,1,638.3777777777777
1278,0,roundtablepizza,15,0,3.6402239289418516,0.6666666666666666,0,1819.678266178266
1279,0,hankyu,6,0,2.584962500721156,0.5,0,1084.3
1280,0,kyleleon,8,0,2.5,0.6,0,879.7936507936507
1281,0,jurisway,8,0,3.0,0.6,0,1455.6507936507935
1282,0,hofer-reisen,12,0,3.0220552088742,0.8333333333333334,0,896.4404040404041
1283,0,shitbrix,8,0,2.75,0.3333333333333333,0,1603.9583333333333
1284,0,echinatoursonline,17,0,3.4548223999466066,0.8888888888888888,0,1208.3765522875817
1285,0,mymangosteen,12,0,3.084962500721156,0.5,0,1088.9368686868686
1286,0,freetemplatesonline,19,0,3.3211043305784895,0.7272727272727273,0,1141.0546382295609
1287,0,wscom,5,0,2.321928094887362,0.25,0,1611.5888888888892
1288,0,videosbang,10,0,3.321928094887362,0.6666666666666666,0,1983.0601851851852
1289,0,dianying,8,0,2.5,0.6,0,1110.6785714285713
1290,0,imtalk,6,0,2.584962500721156,0.5,0,754.0888888888888
1291,0,taamolnews,10,0,3.121928094887362,0.6666666666666666,0,1364.8472222222222
1292,0,zhibo8,6,1,2.584962500721156,0.6666666666666666,6,731.1999999999999
1293,0,antalvali,9,0,2.4193819456463714,0.8,0,1685.6157407407409
1294,0,gaddiposh,9,0,2.94770277922009,0.5,0,1656.7202380952378
1295,0,affutd,6,0,2.2516291673878226,0.5,0,1862.5333333333335
1296,0,playstationlifestyle,20,0,3.3464393446710154,0.5384615384615384,0,1352.298343079922
1297,0,antarvasnavideos,16,0,3.125,0.7777777777777778,0,2374.00873015873
1298,0,freekaamaal,11,0,2.550340709546388,1.2,0,783.6969696969696
1299,0,gamevicio,9,0,2.94770277922009,1.25,0,2285.79828042328
1300,0,theseojobs,10,0,2.721928094887362,0.6666666666666666,0,1364.8731481481482
1301,0,fuckedtime,10,0,3.121928094887362,0.6666666666666666,0,1568.1583333333335
1302,0,bricozor,8,0,2.5,0.6,0,895.4880952380953
1303,0,contactology,12,0,2.8553885422075336,0.5,0,1245.5222222222221
1304,0,hdtracks,8,0,3.0,0.14285714285714285,0,1298.9404761904761
1305,0,extreme,7,0,2.1280852788913944,0.75,0,904.0793650793652
1306,0,selenic,7,0,2.5216406363433186,0.75,0,1562.1063492063493
1307,0,popcornpartner,14,0,2.8423709931771093,0.4,0,1218.2298534798535
1308,0,tvxs,4,0,2.0,0.0,0,110.91666666666667
1309,0,southerncompany,15,0,3.6402239289418516,0.5,0,1197.657264957265
1310,0,4cdn,4,1,2.0,0.0,1,72.97222222222221
1311,0,sfcservice,10,0,2.721928094887362,0.42857142857142855,0,2113.2000000000003
1312,0,mydiv,5,0,2.321928094887362,0.25,0,1248.9722222222222
1313,0,farsedu,7,0,2.807354922057604,0.75,0,1094.6507936507935
1314,0,picsmaster,10,0,3.121928094887362,0.42857142857142855,0,1925.749074074074
1315,0,hockeybuzz,10,0,3.1219280948873624,0.42857142857142855,0,611.9824074074073
1316,0,bloooogle,9,0,2.058813890331201,1.25,0,2930.65873015873
1317,0,prosperitycentral,17,0,3.454822399946607,0.4166666666666667,0,1371.2495098039217
1318,0,netricoh,8,0,3.0,0.6,0,1363.513888888889
1319,0,mangacanblog,12,0,2.8553885422075336,0.5,0,1338.078282828283
1320,0,canadianbudgetbinder,20,0,3.3086949695628416,0.6666666666666666,0,1460.8856725146197
1321,0,promipool,9,0,2.4193819456463714,0.8,0,1866.763888888889
1322,0,imageban,8,0,2.75,1.0,0,1569.0317460317463
1323,0,avalon-asics,12,0,3.0220552088742005,0.8333333333333334,0,1268.510606060606
1324,0,denofangels,11,0,3.0957952550009344,0.5714285714285714,0,1401.829292929293
1325,0,allover30,9,2,2.94770277922009,0.75,8,1315.9914021164022
1326,0,rabbittvgo,10,0,2.9219280948873623,0.42857142857142855,0,1296.5277777777778
1327,0,servicos,8,0,2.75,0.6,0,2428.1507936507937
1328,0,paraisowebcam,13,0,3.334679141051595,0.8571428571428571,0,840.4613442113441
1329,0,endeavor,8,0,2.75,1.0,0,647.7777777777777
1330,0,majidonline,11,0,3.095795255000934,0.8333333333333334,0,863.0535353535353
1331,0,prestitisupermarket,19,0,3.181366328891458,0.5833333333333334,0,1061.6782479073502
1332,0,lamiastar,9,0,2.6416041678685933,0.8,0,1459.7493386243386
1333,0,deutsche,8,0,2.75,0.6,0,849.3809523809524
1334,0,lolhappens,10,0,2.9219280948873623,0.42857142857142855,0,1844.0990740740738
1335,0,on24,4,2,2.0,1.0,3,33.25
1336,0,macwelt,7,0,2.807354922057604,0.4,0,1301.8650793650793
1337,0,teenhotvids,11,0,3.0957952550009344,0.5714285714285714,0,1937.1340067340068
1338,0,amherst,7,0,2.807354922057604,0.4,0,1002.3984126984127
1339,0,busty-britain,13,0,3.238901256602631,0.5,0,917.3704351204351
1340,0,jackjones,9,0,2.94770277922009,0.5,0,1065.7698412698412
1341,0,shegods,7,0,2.5216406363433186,0.4,0,685.2698412698413
1342,0,sbcodez,7,0,2.807354922057604,0.4,0,1408.0714285714287
1343,0,cococomic,9,0,1.7527152789797045,0.8,0,1895.0449735449736
1344,0,avtv,4,0,1.5,0.3333333333333333,0,1161.138888888889
1345,0,celebmafia,10,0,2.9219280948873623,1.0,0,1026.237037037037
1346,0,rookiestew,10,0,2.9219280948873623,1.0,0,1364.8398148148146
1347,0,firstrepublichb,15,0,3.5068905956085183,0.36363636363636365,0,1867.5713064713066
1348,0,27coupons,9,2,2.94770277922009,0.75,1,1035.2890211640213
1349,0,dota2lounge,11,1,3.2776134368191165,1.0,5,1670.758249158249
1350,0,bet3000,7,4,2.128085278891394,0.5,4,350.7984126984127
1351,0,bugatti,7,0,2.521640636343318,0.75,0,952.8746031746031
1352,0,sharepointonline,16,0,3.327819531114783,0.7777777777777778,0,1087.860119047619
1353,0,vergelijk,9,0,2.94770277922009,0.5,0,2097.5939153439153
1354,0,africaguinee,12,0,3.084962500721156,1.4,0,1499.0207070707072
1355,0,girlsgames1,11,1,3.0957952550009344,0.42857142857142855,11,1282.5454545454545
1356,0,outbrain,8,0,3.0,1.0,0,2024.4444444444443
1357,0,klmrw,5,0,2.321928094887362,0.0,0,1230.5666666666666
1358,0,socarrao,8,0,2.25,1.0,0,1506.3035714285713
1359,0,sitedossier,11,0,2.663532754804255,0.8333333333333334,0,1738.102356902357
1360,0,gerweck,7,0,2.5216406363433186,0.4,0,997.6666666666666
1361,0,algerie1,8,1,2.75,1.3333333333333333,8,990.7261904761905
1362,0,yoc-adserver,12,0,3.251629167387823,0.5714285714285714,0,1894.3969696969696
1363,0,pliggtraffic,12,0,3.084962500721156,0.3333333333333333,0,1554.580808080808
1364,0,assabahnews,11,0,2.59490661824394,0.5714285714285714,0,967.875084175084
1365,0,jejualan,8,0,2.5,1.0,0,1202.265873015873
1366,0,allsubs,7,0,2.2359263506290326,0.4,0,1369.9380952380952
1367,0,freesubmitsite,14,0,3.039148671903071,0.75,0,1283.1214896214897
1368,0,numerologist,12,0,3.418295834054489,0.7142857142857143,0,2214.6025252525255
1369,0,5food,5,1,1.9219280948873623,1.0,1,2216.85
1370,0,elperiodiquito,14,0,3.182005814760214,1.3333333333333333,0,1503.0763125763124
1371,0,terezowens,10,0,2.8464393446710154,0.6666666666666666,0,924.0925925925926
1372,0,scripps,7,0,2.2359263506290326,0.16666666666666666,0,1514.3158730158732
1373,0,holasearch,10,0,2.9219280948873623,0.6666666666666666,0,1700.2722222222221
1374,0,ezwebdir,8,0,2.75,0.6,0,1574.8650793650795
1375,0,banglanews24,12,2,3.2516291673878226,0.42857142857142855,11,1217.3505050505053
